chromosome	start	end	strand	gene_id	gene_id_base	gene_version	gene_name	gene_type	level	hgnc_id	havana_gene	tag
chr16	29074796	29403423	+	ENSG00000103472.11	ENSG00000103472	11	RRN3P2	lncRNA	2	HGNC:37619	OTTHUMG00000176711.1	overlapping_locus
chr16	29075022	29104162	+	ENSG00000284671.1	ENSG00000284671	1	ENSG00000284671	transcribed_unprocessed_pseudogene	1		OTTHUMG00000192307.1	pseudo_consens,overlapping_locus
chr16	29101404	29108137	-	ENSG00000290677.2	ENSG00000290677	2	ENSG00000290677	lncRNA	2			overlaps_pseudogene
chr16	29113050	29116326	+	ENSG00000284649.3	ENSG00000284649	3	ENSG00000284649	transcribed_unprocessed_pseudogene	2		OTTHUMG00000192308.1	overlapping_locus
chr16	29114366	29116462	-	ENSG00000300431.1	ENSG00000300431	1	ENSG00000300431	lncRNA	2			
chr16	29125613	29139858	-	ENSG00000300231.1	ENSG00000300231	1	ENSG00000300231	lncRNA	2			
chr16	29130466	29131456	-	ENSG00000300467.1	ENSG00000300467	1	ENSG00000300467	lncRNA	2			
chr16	29140275	29152739	-	ENSG00000300260.1	ENSG00000300260	1	ENSG00000300260	lncRNA	2			
chr16	29145438	29148379	-	ENSG00000289080.2	ENSG00000289080	2	ENSG00000289080	lncRNA	2			
chr16	29175372	29179516	-	ENSG00000300350.1	ENSG00000300350	1	ENSG00000300350	lncRNA	2			
chr16	29185319	29185918	+	ENSG00000300485.1	ENSG00000300485	1	ENSG00000300485	lncRNA	2			
chr16	29204633	29205855	+	ENSG00000279106.1	ENSG00000279106	1	ENSG00000279106	TEC	2		OTTHUMG00000176107.1	overlapping_locus
chr16	29211366	29221040	-	ENSG00000259807.3	ENSG00000259807	3	ENSG00000259807	lncRNA	2		OTTHUMG00000176712.4	
chr16	29225583	29228584	-	ENSG00000273582.2	ENSG00000273582	2	ENSG00000273582	lncRNA	2		OTTHUMG00000186852.1	
chr16	29261105	29264680	-	ENSG00000260953.2	ENSG00000260953	2	ENSG00000260953	lncRNA	2		OTTHUMG00000176713.1	
chr16	29269392	29291146	-	ENSG00000289029.2	ENSG00000289029	2	ENSG00000289029	lncRNA	2			
chr16	29292462	29294242	-	ENSG00000300448.1	ENSG00000300448	1	ENSG00000300448	lncRNA	2			
chr16	29312350	29331277	+	ENSG00000260413.1	ENSG00000260413	1	ENSG00000260413	transcribed_unprocessed_pseudogene	2		OTTHUMG00000176714.1	overlapping_locus
chr16	29355787	29365059	+	ENSG00000271699.6	ENSG00000271699	6	SNX29P2	transcribed_unprocessed_pseudogene	2	HGNC:31914	OTTHUMG00000184229.2	overlapping_locus
chr16	29380242	29380345	+	ENSG00000278078.1	ENSG00000278078	1	ENSG00000278078	unprocessed_pseudogene	2		OTTHUMG00000187963.1	
chr16	29381310	29406711	-	ENSG00000254206.6	ENSG00000254206	6	NPIPB11	protein_coding	2	HGNC:37453	OTTHUMG00000170467.1	
chr16	29425800	29447026	-	ENSG00000254634.4	ENSG00000254634	4	SMG1P6	transcribed_unprocessed_pseudogene	2	HGNC:49863	OTTHUMG00000166914.1	overlapping_locus
chr16	29434292	29435644	-	ENSG00000309313.1	ENSG00000309313	1	ENSG00000309313	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	29437233	29439669	-	ENSG00000303051.1	ENSG00000303051	1	ENSG00000303051	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	29443230	29454651	-	ENSG00000261740.7	ENSG00000261740	7	BOLA2-SMG1P6	protein_coding	2	HGNC:53563	OTTHUMG00000176715.2	overlapping_locus,readthrough_gene
chr16	29449191	29449625	+	ENSG00000260335.1	ENSG00000260335	1	ENSG00000260335	transcribed_unprocessed_pseudogene	2		OTTHUMG00000176756.1	overlapping_locus
chr16	29449205	29449737	+	ENSG00000309270.1	ENSG00000309270	1	ENSG00000309270	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	29453587	29455012	-	ENSG00000183336.11	ENSG00000183336	11	BOLA2	protein_coding	2	HGNC:29488	OTTHUMG00000176757.2	overlapping_locus
chr16	29454501	29458223	+	ENSG00000181625.20	ENSG00000181625	20	SLX1B	protein_coding	2	HGNC:28748	OTTHUMG00000132110.2	overlapping_locus
chr16	29455105	29464963	+	ENSG00000260280.5	ENSG00000260280	5	SLX1B-SULT1A4	lncRNA	2	HGNC:48353	OTTHUMG00000176758.2	overlapping_locus
chr16	29458993	29464979	+	ENSG00000213648.13	ENSG00000213648	13	SULT1A4	protein_coding	2	HGNC:30004	OTTHUMG00000170468.2	overlapping_locus
chr16	29464967	29467833	-	ENSG00000290678.2	ENSG00000290678	2	ENSG00000290678	lncRNA	2			overlaps_pseudogene
chr16	29465222	29465741	-	ENSG00000258150.7	ENSG00000258150	7	ENSG00000258150	transcribed_unprocessed_pseudogene	1		OTTHUMG00000170469.3	pseudo_consens,confirm_experimentally
chr16	29466069	29467265	+	ENSG00000279228.3	ENSG00000279228	3	ENSG00000279228	transcribed_unprocessed_pseudogene	2		OTTHUMG00000170470.3	
chr16	29466266	29467595	+	ENSG00000290679.2	ENSG00000290679	2	ENSG00000290679	lncRNA	2			overlaps_pseudogene
chr16	29469754	29553276	+	ENSG00000309168.1	ENSG00000309168	1	ENSG00000309168	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	29475064	29475355	+	ENSG00000257691.2	ENSG00000257691	2	ENSG00000257691	transcribed_processed_pseudogene	2		OTTHUMG00000170471.2	overlapping_locus
chr16	29478879	29482591	+	ENSG00000257506.1	ENSG00000257506	1	PLA2G10HP	transcribed_unprocessed_pseudogene	2	HGNC:56604	OTTHUMG00000170472.1	overlapping_locus
chr16	29483534	29508595	-	ENSG00000169203.19	ENSG00000169203	19	NPIPB12	protein_coding	2	HGNC:37491	OTTHUMG00000163547.2	
chr16	29527568	29594966	-	ENSG00000205534.6	ENSG00000205534	6	SMG1P2	transcribed_unprocessed_pseudogene	2	HGNC:49859	OTTHUMG00000176759.1	overlapping_locus
chr16	29527637	29531636	-	ENSG00000309202.1	ENSG00000309202	1	ENSG00000309202	lncRNA	2			
chr16	29536058	29537405	-	ENSG00000309225.1	ENSG00000309225	1	ENSG00000309225	lncRNA	2			
chr16	29543201	29613723	-	ENSG00000279583.2	ENSG00000279583	2	ENSG00000279583	lncRNA	2		OTTHUMG00000177640.1	ncRNA_host
chr16	29594850	29603658	+	ENSG00000309183.1	ENSG00000309183	1	ENSG00000309183	lncRNA	2			
chr16	29599179	29599265	-	ENSG00000266758.1	ENSG00000266758	1	MIR3680-2	miRNA	3	HGNC:43472		
chr16	29613103	29613640	-	ENSG00000260727.2	ENSG00000260727	2	SLC7A5P1	transcribed_unprocessed_pseudogene	1	HGNC:29458	OTTHUMG00000176771.1	pseudo_consens,overlapping_locus
chr16	29614406	29664795	-	ENSG00000305172.1	ENSG00000305172	1	ENSG00000305172	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	29618785	29636328	-	ENSG00000260133.1	ENSG00000260133	1	CA5AP1	transcribed_unprocessed_pseudogene	2	HGNC:1379	OTTHUMG00000176772.1	overlapping_locus
chr16	29624517	29624825	+	ENSG00000260514.1	ENSG00000260514	1	ENSG00000260514	processed_pseudogene	1		OTTHUMG00000176773.1	pseudo_consens
chr16	29662957	29670876	+	ENSG00000197471.14	ENSG00000197471	14	SPN	protein_coding	2	HGNC:11249	OTTHUMG00000097765.6	overlapping_locus
chr16	29662957	29698704	+	ENSG00000103485.21	ENSG00000103485	21	QPRT	protein_coding	1	HGNC:9755	OTTHUMG00000097770.6	overlapping_locus
chr16	29709156	29716490	+	ENSG00000289181.3	ENSG00000289181	3	ENSG00000289181	lncRNA	2			
chr16	29731051	29731404	-	ENSG00000222375.1	ENSG00000222375	1	RN7SKP127	misc_RNA	3	HGNC:45851		
chr16	29735772	29736924	-	ENSG00000306882.1	ENSG00000306882	1	ENSG00000306882	lncRNA	2			
chr16	29742463	29746079	-	ENSG00000185905.6	ENSG00000185905	6	C16orf54	protein_coding	2	HGNC:26649	OTTHUMG00000132116.2	
chr16	29745247	29749644	+	ENSG00000260719.2	ENSG00000260719	2	ENSG00000260719	lncRNA	2		OTTHUMG00000177138.1	
chr16	29746233	29746465	+	ENSG00000293832.1	ENSG00000293832	1	ENSG00000293832	lncRNA	2			
chr16	29760591	29783885	+	ENSG00000174992.10	ENSG00000174992	10	ZG16	protein_coding	2	HGNC:30961	OTTHUMG00000177139.5	
chr16	29782870	29785379	-	ENSG00000298198.1	ENSG00000298198	1	ENSG00000298198	lncRNA	2			
chr16	29785078	29785884	+	ENSG00000298222.1	ENSG00000298222	1	ENSG00000298222	lncRNA	2			
chr16	29790137	29805388	+	ENSG00000079616.16	ENSG00000079616	16	KIF22	protein_coding	1	HGNC:6391	OTTHUMG00000097771.5	
chr16	29804428	29805501	-	ENSG00000275857.2	ENSG00000275857	2	ENSG00000275857	lncRNA	2		OTTHUMG00000177646.2	
chr16	29805637	29811176	+	ENSG00000103495.16	ENSG00000103495	16	MAZ	protein_coding	2	HGNC:6914	OTTHUMG00000190393.3	overlapping_locus
chr16	29806496	29807732	-	ENSG00000259952.1	ENSG00000259952	1	ENSG00000259952	lncRNA	2		OTTHUMG00000177140.1	
chr16	29808636	29821252	-	ENSG00000238045.10	ENSG00000238045	10	MVP-DT	lncRNA	2	HGNC:56029	OTTHUMG00000132117.4	overlapping_locus
chr16	29808679	29812227	+	ENSG00000280607.1	ENSG00000280607	1	ENSG00000280607	lncRNA	2		OTTHUMG00000132119.64	overlapping_locus
chr16	29811382	29815892	+	ENSG00000167371.23	ENSG00000167371	23	PRRT2	protein_coding	2	HGNC:30500	OTTHUMG00000177142.66	overlapping_locus
chr16	29812261	29820092	+	ENSG00000280893.1	ENSG00000280893	1	ENSG00000280893	protein_coding	2		OTTHUMG00000189724.1	overlapping_locus,readthrough_gene
chr16	29816086	29822489	+	ENSG00000280789.3	ENSG00000280789	3	PAGR1	protein_coding	2	HGNC:28707	OTTHUMG00000177143.9	overlapping_locus
chr16	29817239	29830627	+	ENSG00000281348.1	ENSG00000281348	1	ENSG00000281348	protein_coding	2		OTTHUMG00000178205.2	overlapping_locus,readthrough_gene
chr16	29820394	29848039	+	ENSG00000013364.21	ENSG00000013364	21	MVP	protein_coding	2	HGNC:7531	OTTHUMG00000048227.11	overlapping_locus
chr16	29857474	29863414	-	ENSG00000103502.16	ENSG00000103502	16	CDIPT	protein_coding	1	HGNC:1769	OTTHUMG00000177144.4	
chr16	29862760	29863417	+	ENSG00000278713.1	ENSG00000278713	1	ENSG00000278713	lncRNA	2		OTTHUMG00000186861.1	
chr16	29863548	29868055	+	ENSG00000293487.2	ENSG00000293487	2	CDIPTOSP	lncRNA	2	HGNC:48609		overlaps_pseudogene
chr16	29864308	29865442	+	ENSG00000214725.11	ENSG00000214725	11	CDIPTOSP	transcribed_unitary_pseudogene	2	HGNC:48609	OTTHUMG00000177145.5	
chr16	29871159	29899582	-	ENSG00000174938.17	ENSG00000174938	17	SEZ6L2	protein_coding	1	HGNC:30844	OTTHUMG00000132112.4	
chr16	29900363	29919864	+	ENSG00000174939.13	ENSG00000174939	13	ASPHD1	protein_coding	1	HGNC:27380	OTTHUMG00000132121.8	
chr16	29903877	29926236	-	ENSG00000174943.13	ENSG00000174943	13	KCTD13	protein_coding	1	HGNC:22234	OTTHUMG00000132120.6	overlapping_locus
chr16	29913144	29915337	-	ENSG00000279789.1	ENSG00000279789	1	ENSG00000279789	TEC	2		OTTHUMG00000177146.1	overlapping_locus
chr16	29926836	29928933	+	ENSG00000247735.2	ENSG00000247735	2	KCTD13-DT	lncRNA	2	HGNC:55585	OTTHUMG00000177148.1	
chr16	29940885	29973052	+	ENSG00000149932.19	ENSG00000149932	19	TMEM219	protein_coding	1	HGNC:25201	OTTHUMG00000177105.9	
chr16	29973047	29973559	-	ENSG00000305284.1	ENSG00000305284	1	ENSG00000305284	lncRNA	2			
chr16	29973675	29992262	+	ENSG00000149930.20	ENSG00000149930	20	TAOK2	protein_coding	2	HGNC:16835	OTTHUMG00000132111.4	
chr16	29992314	29996126	-	ENSG00000149929.18	ENSG00000149929	18	HIRIP3	protein_coding	1	HGNC:4917	OTTHUMG00000132118.5	
chr16	29994983	30005794	+	ENSG00000169592.17	ENSG00000169592	17	INO80E	protein_coding	2	HGNC:26905	OTTHUMG00000132114.7	
chr16	30005507	30023270	-	ENSG00000149927.20	ENSG00000149927	20	DOC2A	protein_coding	2	HGNC:2985	OTTHUMG00000132109.9	
chr16	30023198	30027736	+	ENSG00000167194.8	ENSG00000167194	8	C16orf92	protein_coding	2	HGNC:26346	OTTHUMG00000177107.1	
chr16	30024425	30052978	-	ENSG00000149926.16	ENSG00000149926	16	TLCD3B	protein_coding	1	HGNC:25295	OTTHUMG00000132105.6	
chr16	30053101	30071526	+	ENSG00000285043.4	ENSG00000285043	4	ENSG00000285043	protein_coding	2		OTTHUMG00000192461.2	overlapping_locus
chr16	30064164	30070457	+	ENSG00000149925.23	ENSG00000149925	23	ALDOA	protein_coding	1	HGNC:414	OTTHUMG00000132107.12	overlapping_locus
chr16	30064306	30064825	-	ENSG00000274904.1	ENSG00000274904	1	ENSG00000274904	lncRNA	2		OTTHUMG00000186864.1	
chr16	30075967	30085391	+	ENSG00000149923.16	ENSG00000149923	16	PPP4C	protein_coding	2	HGNC:9319	OTTHUMG00000132113.5	
chr16	30085793	30091933	-	ENSG00000149922.13	ENSG00000149922	13	TBX6	protein_coding	2	HGNC:11605	OTTHUMG00000132115.6	
chr16	30092314	30096915	-	ENSG00000090238.14	ENSG00000090238	14	YPEL3	protein_coding	2	HGNC:18327	OTTHUMG00000176853.2	
chr16	30096363	30105193	+	ENSG00000250616.5	ENSG00000250616	5	YPEL3-DT	lncRNA	2	HGNC:55547	OTTHUMG00000176855.1	
chr16	30104810	30114034	-	ENSG00000102886.16	ENSG00000102886	16	GDPD3	protein_coding	2	HGNC:28638	OTTHUMG00000132106.4	
chr16	30107675	30110541	+	ENSG00000261367.1	ENSG00000261367	1	ENSG00000261367	lncRNA	2		OTTHUMG00000176856.1	
chr16	30110895	30111955	+	ENSG00000275371.1	ENSG00000275371	1	ENSG00000275371	lncRNA	2		OTTHUMG00000186865.1	
chr16	30112301	30114904	+	ENSG00000300821.1	ENSG00000300821	1	ENSG00000300821	lncRNA	2			
chr16	30114104	30123506	-	ENSG00000102882.14	ENSG00000102882	14	MAPK3	protein_coding	1	HGNC:6877	OTTHUMG00000132149.8	
chr16	30182798	30189085	+	ENSG00000102879.19	ENSG00000102879	19	CORO1A	protein_coding	1	HGNC:2252	OTTHUMG00000132148.2	
chr16	30183505	30184957	-	ENSG00000261416.1	ENSG00000261416	1	CORO1A-AS1	lncRNA	2	HGNC:55367	OTTHUMG00000176857.1	
chr16	30192928	30194306	-	ENSG00000169627.11	ENSG00000169627	11	BOLA2B	protein_coding	2	HGNC:32479	OTTHUMG00000176858.3	
chr16	30193875	30197566	+	ENSG00000132207.21	ENSG00000132207	21	SLX1A	protein_coding	2	HGNC:20922	OTTHUMG00000176859.1	overlapping_locus
chr16	30193892	30204310	+	ENSG00000213599.10	ENSG00000213599	10	SLX1A-SULT1A3	lncRNA	2	HGNC:44437	OTTHUMG00000048084.2	overlapping_locus
chr16	30198059	30204324	+	ENSG00000261052.8	ENSG00000261052	8	SULT1A3	protein_coding	2	HGNC:11455	OTTHUMG00000048083.3	overlapping_locus
chr16	30204316	30209071	-	ENSG00000290692.2	ENSG00000290692	2	ENSG00000290692	lncRNA	2			overlaps_pseudogene
chr16	30204571	30205090	-	ENSG00000258130.9	ENSG00000258130	9	ENSG00000258130	transcribed_unprocessed_pseudogene	2		OTTHUMG00000170482.9	
chr16	30205418	30206614	+	ENSG00000278887.3	ENSG00000278887	3	ENSG00000278887	transcribed_unprocessed_pseudogene	2		OTTHUMG00000170487.7	
chr16	30205621	30206931	+	ENSG00000290693.2	ENSG00000290693	2	ENSG00000290693	lncRNA	2			overlaps_pseudogene
chr16	30209149	30255631	+	ENSG00000302389.1	ENSG00000302389	1	ENSG00000302389	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	30214409	30214699	+	ENSG00000261444.1	ENSG00000261444	1	ENSG00000261444	transcribed_unprocessed_pseudogene	1		OTTHUMG00000176860.1	pseudo_consens,overlapping_locus
chr16	30218220	30221930	+	ENSG00000261203.1	ENSG00000261203	1	PLA2G10JP	transcribed_unprocessed_pseudogene	2	HGNC:56606	OTTHUMG00000176861.1	overlapping_locus
chr16	30222893	30255268	-	ENSG00000198064.17	ENSG00000198064	17	NPIPB13	protein_coding	2	HGNC:41989	OTTHUMG00000163556.2	
chr16	30267253	30279970	-	ENSG00000291047.2	ENSG00000291047	2	ENSG00000291047	lncRNA	2			overlaps_pseudogene
chr16	30267553	30335054	-	ENSG00000183604.17	ENSG00000183604	17	SMG1P5	transcribed_unprocessed_pseudogene	2	HGNC:49862	OTTHUMG00000166915.2	
chr16	30285018	30335427	-	ENSG00000291266.2	ENSG00000291266	2	SMG1P5	lncRNA	2			overlaps_pseudogene
chr16	30336251	30343544	+	ENSG00000299933.1	ENSG00000299933	1	ENSG00000299933	lncRNA	2			overlapping_locus,overlaps_pseudogene
chr16	30336400	30343336	+	ENSG00000273724.1	ENSG00000273724	1	ENSG00000273724	transcribed_unprocessed_pseudogene	2		OTTHUMG00000187966.1	overlapping_locus
chr16	30341365	30355851	-	ENSG00000169217.11	ENSG00000169217	11	CD2BP2	protein_coding	2	HGNC:1656	OTTHUMG00000132397.3	
chr16	30354665	30363713	+	ENSG00000260219.5	ENSG00000260219	5	CD2BP2-DT	lncRNA	1	HGNC:53029	OTTHUMG00000176862.2	
chr16	30357102	30370529	-	ENSG00000169221.16	ENSG00000169221	16	TBC1D10B	protein_coding	2	HGNC:24510	OTTHUMG00000132396.6	
chr16	30359825	30360336	+	ENSG00000274653.1	ENSG00000274653	1	ENSG00000274653	lncRNA	2		OTTHUMG00000186866.2	
chr16	30370332	30377991	+	ENSG00000180209.14	ENSG00000180209	14	MYL11	protein_coding	2	HGNC:29824	OTTHUMG00000132399.4	
chr16	30378106	30400108	+	ENSG00000180035.14	ENSG00000180035	14	ZNF48	protein_coding	2	HGNC:13114	OTTHUMG00000048195.7	
chr16	30378135	30395991	-	ENSG00000180096.14	ENSG00000180096	14	SEPTIN1	protein_coding	2	HGNC:2879	OTTHUMG00000176984.5	overlapping_locus
chr16	30379763	30380110	-	ENSG00000280137.1	ENSG00000280137	1	ENSG00000280137	TEC	2		OTTHUMG00000184132.1	overlapping_locus
chr16	30407143	30431108	+	ENSG00000179965.14	ENSG00000179965	14	ZNF771	protein_coding	1	HGNC:29653	OTTHUMG00000176985.4	
chr16	30413033	30430162	-	ENSG00000179958.11	ENSG00000179958	11	DCTPP1	protein_coding	1	HGNC:28777	OTTHUMG00000132416.5	ncRNA_host
chr16	30419625	30419759	-	ENSG00000199787.1	ENSG00000199787	1	SNORA80C	snoRNA	3	HGNC:50434		
chr16	30443631	30445874	-	ENSG00000179918.19	ENSG00000179918	19	SEPHS2	protein_coding	2	HGNC:19686	OTTHUMG00000176988.12	Selenoprotein,retrogene
chr16	30453997	30454097	-	ENSG00000202476.1	ENSG00000202476	1	Y_RNA	misc_RNA	3			
chr16	30471587	30471703	+	ENSG00000222701.1	ENSG00000222701	1	Y_RNA	misc_RNA	3			
chr16	30472658	30523567	+	ENSG00000005844.21	ENSG00000005844	21	ITGAL	protein_coding	1	HGNC:6148	OTTHUMG00000176964.5	ncRNA_host
chr16	30477177	30490116	-	ENSG00000261346.2	ENSG00000261346	2	ENSG00000261346	lncRNA	2		OTTHUMG00000176966.1	ncRNA_host,overlapping_locus
chr16	30483135	30483195	-	ENSG00000251706.1	ENSG00000251706	1	RNU7-61P	snRNA	3	HGNC:34157		
chr16	30498766	30499554	-	ENSG00000261332.1	ENSG00000261332	1	ITGAL-AS1	lncRNA	2	HGNC:56737	OTTHUMG00000176967.1	
chr16	30503919	30504001	+	ENSG00000266305.1	ENSG00000266305	1	MIR4518	miRNA	3	HGNC:41809		
chr16	30524001	30527328	-	ENSG00000169957.11	ENSG00000169957	11	ZNF768	protein_coding	2	HGNC:26273	OTTHUMG00000132392.5	overlapping_locus
chr16	30525923	30534852	-	ENSG00000261459.1	ENSG00000261459	1	ENSG00000261459	protein_coding	2		OTTHUMG00000176944.1	overlapping_locus,readthrough_gene
chr16	30526918	30528294	+	ENSG00000278922.1	ENSG00000278922	1	ENSG00000278922	TEC	2		OTTHUMG00000176945.1	
chr16	30529534	30535347	-	ENSG00000169955.10	ENSG00000169955	10	ZNF747	protein_coding	2	HGNC:28350	OTTHUMG00000132401.2	overlapping_locus
chr16	30534752	30554807	+	ENSG00000235560.5	ENSG00000235560	5	ZNF747-DT	lncRNA	2	HGNC:55668	OTTHUMG00000176947.2	
chr16	30537202	30538231	-	ENSG00000260494.1	ENSG00000260494	1	RPL7L1P16	unprocessed_pseudogene	1	HGNC:56798	OTTHUMG00000176948.1	pseudo_consens,overlapping_locus
chr16	30541115	30548207	-	ENSG00000295790.1	ENSG00000295790	1	ENSG00000295790	lncRNA	2			
chr16	30553764	30558524	-	ENSG00000169951.12	ENSG00000169951	12	ZNF764	protein_coding	2	HGNC:28200	OTTHUMG00000132406.2	overlapping_locus
chr16	30569281	30572734	-	ENSG00000229809.11	ENSG00000229809	11	ZNF688	protein_coding	2	HGNC:30489	OTTHUMG00000132408.5	
chr16	30572039	30583860	+	ENSG00000239791.3	ENSG00000239791	3	ENSG00000239791	lncRNA	2		OTTHUMG00000158416.2	
chr16	30573740	30585806	-	ENSG00000197162.12	ENSG00000197162	12	ZNF785	protein_coding	2	HGNC:26496	OTTHUMG00000176950.4	
chr16	30585770	30625360	+	ENSG00000260167.2	ENSG00000260167	2	ENSG00000260167	lncRNA	2		OTTHUMG00000176951.1	
chr16	30587662	30587920	-	ENSG00000261588.1	ENSG00000261588	1	ENSG00000261588	processed_pseudogene	2		OTTHUMG00000132398.3	
chr16	30602558	30624012	-	ENSG00000156853.15	ENSG00000156853	15	ZNF689	protein_coding	2	HGNC:25173	OTTHUMG00000132415.3	overlapping_locus
chr16	30610211	30610351	-	ENSG00000289491.1	ENSG00000289491	1	ENSG00000289491	protein_coding	2			overlapping_locus
chr16	30615256	30615679	-	ENSG00000260678.1	ENSG00000260678	1	ENSG00000260678	transcribed_processed_pseudogene	2		OTTHUMG00000176952.1	overlapping_locus
chr16	30624285	30624714	-	ENSG00000261680.1	ENSG00000261680	1	ENSG00000261680	processed_pseudogene	2		OTTHUMG00000176953.1	
chr16	30626976	30627178	+	ENSG00000260113.3	ENSG00000260113	3	ENSG00000260113	processed_pseudogene	1		OTTHUMG00000176954.3	pseudo_consens
chr16	30634487	30635572	+	ENSG00000288983.3	ENSG00000288983	3	ENSG00000288983	lncRNA	2			
chr16	30650696	30656427	+	ENSG00000156858.14	ENSG00000156858	14	PRR14	protein_coding	1	HGNC:28458	OTTHUMG00000132414.4	
chr16	30658431	30670810	+	ENSG00000156860.17	ENSG00000156860	17	FBRS	protein_coding	2	HGNC:20442	OTTHUMG00000132390.12	
chr16	30672431	30678743	-	ENSG00000306477.1	ENSG00000306477	1	ENSG00000306477	lncRNA	2			ncRNA_host
chr16	30675300	30675402	-	ENSG00000252074.1	ENSG00000252074	1	RNU6-416P	snRNA	3	HGNC:47379		
chr16	30697043	30699060	-	ENSG00000261840.6	ENSG00000261840	6	ENSG00000261840	lncRNA	2		OTTHUMG00000176915.3	
chr16	30698128	30741409	+	ENSG00000080603.19	ENSG00000080603	19	SRCAP	protein_coding	2	HGNC:16974	OTTHUMG00000132393.6	ncRNA_host,overlapping_locus
chr16	30701337	30701435	-	ENSG00000222287.1	ENSG00000222287	1	RNU6-1043P	snRNA	3	HGNC:48006		
chr16	30704067	30745169	+	ENSG00000282034.2	ENSG00000282034	2	ENSG00000282034	protein_coding	2		OTTHUMG00000191413.1	ncRNA_host,overlapping_locus,readthrough_gene
chr16	30710537	30710665	+	ENSG00000206755.1	ENSG00000206755	1	SNORA30	snoRNA	3	HGNC:32620		
chr16	30737880	30745196	+	ENSG00000281991.3	ENSG00000281991	3	TMEM265	protein_coding	2	HGNC:51241	OTTHUMG00000191414.2	overlapping_locus
chr16	30740667	30751381	+	ENSG00000260899.1	ENSG00000260899	1	ENSG00000260899	lncRNA	2		OTTHUMG00000176916.1	overlapping_locus
chr16	30748245	30761176	+	ENSG00000156873.18	ENSG00000156873	18	PHKG2	protein_coding	1	HGNC:8931	OTTHUMG00000132400.7	overlapping_locus
chr16	30757423	30762221	-	ENSG00000196118.14	ENSG00000196118	14	CFAP119	protein_coding	2	HGNC:28078	OTTHUMG00000167926.5	
chr16	30761561	30780421	+	ENSG00000103549.24	ENSG00000103549	24	RNF40	protein_coding	1	HGNC:16867	OTTHUMG00000132394.8	
chr16	30773532	30776033	-	ENSG00000280211.1	ENSG00000280211	1	ENSG00000280211	lncRNA	2		OTTHUMG00000176904.1	
chr16	30775847	30775978	-	ENSG00000310564.1	ENSG00000310564	1	ENSG00000310564	transcribed_unitary_pseudogene	2			
chr16	30778456	30787214	-	ENSG00000102870.8	ENSG00000102870	8	ZNF629	protein_coding	2	HGNC:29008	OTTHUMG00000176905.3	
chr16	30816030	30816302	+	ENSG00000274848.1	ENSG00000274848	1	Metazoa_SRP	misc_RNA	3			
chr16	30818695	30894302	-	ENSG00000099385.14	ENSG00000099385	14	BCL7C	protein_coding	2	HGNC:1006	OTTHUMG00000177719.2	ncRNA_host,overlapping_locus
chr16	30821068	30822110	-	ENSG00000260082.1	ENSG00000260082	1	ADISSPP2	processed_pseudogene	1	HGNC:58499	OTTHUMG00000176917.1	pseudo_consens
chr16	30821338	30821884	+	ENSG00000274678.1	ENSG00000274678	1	ENSG00000274678	lncRNA	2		OTTHUMG00000186883.1	
chr16	30875222	30895220	+	ENSG00000260083.4	ENSG00000260083	4	MIR762HG	lncRNA	2	HGNC:51386	OTTHUMG00000176766.5	ncRNA_host
chr16	30875266	30875323	-	ENSG00000265991.1	ENSG00000265991	1	MIR4519	miRNA	3	HGNC:41544		
chr16	30875766	30895216	-	ENSG00000262721.1	ENSG00000262721	1	ENSG00000262721	lncRNA	2		OTTHUMG00000176779.2	overlapping_locus
chr16	30893903	30893985	+	ENSG00000211591.1	ENSG00000211591	1	MIR762	miRNA	3	HGNC:37303		
chr16	30896607	30903547	+	ENSG00000150281.8	ENSG00000150281	8	CTF1	protein_coding	2	HGNC:2499	OTTHUMG00000132413.2	
chr16	30904348	30910208	-	ENSG00000230447.2	ENSG00000230447	2	CTF2P	unitary_pseudogene	2	HGNC:33173	OTTHUMG00000154385.1	
chr16	30919319	30923279	-	ENSG00000260852.2	ENSG00000260852	2	FBXL19-AS1	lncRNA	2	HGNC:27557	OTTHUMG00000176767.1	
chr16	30923055	30948783	+	ENSG00000099364.19	ENSG00000099364	19	FBXL19	protein_coding	1	HGNC:25300	OTTHUMG00000132403.6	overlapping_locus
chr16	30948386	30956511	+	ENSG00000261487.1	ENSG00000261487	1	ENSG00000261487	lncRNA	1		OTTHUMG00000132409.50	overlapping_locus
chr16	30949055	30956511	+	ENSG00000175938.8	ENSG00000175938	8	ORAI3	protein_coding	1	HGNC:28185	OTTHUMG00000176768.50	overlapping_locus
chr16	30956872	30957199	-	ENSG00000275263.1	ENSG00000275263	1	ENSG00000275263	lncRNA	2		OTTHUMG00000186886.1	
chr16	30957294	30984664	+	ENSG00000099381.21	ENSG00000099381	21	SETD1A	protein_coding	2	HGNC:29010	OTTHUMG00000150474.5	
chr16	30984630	30988270	-	ENSG00000279196.1	ENSG00000279196	1	ENSG00000279196	TEC	2		OTTHUMG00000176774.2	
